log_capacity,is_mega,is_blue,sp_oil_major,sp_industrial_gas,sect_chemical,sect_power_heat,sect_transport,sect_industry,sect_gas_grid,announce_year,failure,treat_45Q,cate,Geography,Primary owner,policy,treat_UK_Track,treat_China_FYP,treat_EU_IF_eligible
12.114510931441727,1,1,0,0,0,0,0,1,0,2023.0,0,1.0,0.12423154085663278,United States,"Fidelis New Energy, LLC",US 45Q,,,
12.260565565651518,1,1,0,0,0,1,0,0,0,2022.0,1,0.0,0.12393952325592539,United States,PCS Nitrogen Fertilizer LP,US 45Q,,,
9.301186055275759,0,0,0,0,0,0,1,0,0,2023.0,1,0.0,0.10084359606260036,United States,,US 45Q,,,
11.968100948644052,1,1,1,0,0,0,0,1,0,2022.0,1,0.0,0.12039897388579568,Germany,Wintershall Dea AG,US 45Q,,,
11.407576060361786,0,1,1,0,1,0,0,0,0,2021.0,0,0.0,-0.0009317497465349579,Netherlands,TotalEnergies SE,US 45Q,,,
10.933124826700707,0,1,0,0,1,0,0,0,0,2023.0,0,0.0,0.11335935667459894,Greece,Motor Oil Holdings SA,US 45Q,,,
12.337105293891872,1,1,0,0,0,0,0,0,0,2023.0,1,1.0,0.13120742213332598,United States,BASF SE,US 45Q,,,
7.2868764117507,0,0,0,0,0,0,1,0,0,2023.0,0,0.0,0.06875180860251484,United States,Avina Clean Hydrogen Inc.,US 45Q,,,
0.0,0,1,0,0,0,0,1,0,0,2023.0,0,1.0,0.025966160797852644,United States,LowCarbon Hydrogen Corporation,US 45Q,,,
0.0,0,1,0,0,0,0,0,0,0,2023.0,0,0.0,0.024645980159556727,United Kingdom,,US 45Q,,,
0.0,0,1,0,0,1,0,0,0,0,2023.0,0,1.0,0.025515611523677564,United States,Southern Rock Energy Partners LLC,US 45Q,,,
5.081404364984463,0,0,0,0,0,0,1,0,0,2023.0,0,0.0,0.050231547619612946,United States,,US 45Q,,,
0.0,0,1,0,0,0,1,0,0,0,2023.0,0,0.0,0.027494579986785363,United Kingdom,,US 45Q,,,
12.316634112761312,1,1,0,0,0,0,0,0,0,2023.0,0,1.0,0.13120742213332598,United States,Copenhagen Infrastructure Partners P/S,US 45Q,,,
13.184400648021263,1,1,0,0,1,0,0,0,0,2023.0,0,1.0,0.13135651081460403,United States,,US 45Q,,,
0.0,0,1,0,0,0,0,0,0,0,2022.0,1,0.0,0.007732988270993913,United States,Alaska Gasline Development Corporation,US 45Q,,,
5.081404364984463,0,0,0,0,0,0,0,0,0,2020.0,0,0.0,-0.1643088598785839,United States,,US 45Q,,,
5.081404364984463,0,0,0,0,0,0,1,0,0,2018.0,0,0.0,-0.17420473381426207,United States,,US 45Q,,,
11.53643689243115,1,1,0,1,1,0,0,0,0,2023.0,0,0.0,0.11060087958766154,Netherlands,L'Air Liquide S.A.,US 45Q,,,
3.713572066704308,0,0,0,0,0,1,0,0,0,2021.0,0,0.0,-0.05987945164938491,United States,,US 45Q,,,
3.2188758248682006,0,0,0,0,0,0,1,0,0,2008.0,0,0.0,-0.15322729567535728,United States,,US 45Q,,,
2.995732273553991,0,0,0,0,0,0,1,0,0,2005.0,0,0.0,-0.1454078790468004,United States,,US 45Q,,,
2.995732273553991,0,0,0,0,0,0,1,0,0,2010.0,0,0.0,-0.1454078790468004,United States,,US 45Q,,,
2.3978952727983707,0,0,0,0,0,0,1,0,0,2014.0,0,0.0,-0.14375257199004055,United States,,US 45Q,,,
2.772588722239781,0,0,0,0,0,1,0,0,0,2006.0,0,0.0,-0.13354826942511913,United States,,US 45Q,,,
2.0794415416798357,0,0,0,0,0,0,0,0,0,2015.0,0,0.0,-0.14853077678510412,United States,,US 45Q,,,
1.6094379124341003,0,0,0,0,0,0,0,0,0,2011.0,0,0.0,-0.14280986098010875,United States,,US 45Q,,,
8.60813018640834,0,0,0,0,0,0,0,0,0,2022.0,0,0.0,0.08537668072418245,United States,Plug Power Inc.,US 45Q,,,
8.073091199693154,0,0,0,0,1,0,0,0,0,2023.0,0,0.0,0.08247415727467305,United States,"Gevo, Inc.",US 45Q,,,
5.902633333401366,0,0,0,0,0,0,1,0,0,2022.0,1,0.0,0.03251518133438488,United States,,US 45Q,,,
8.202756381655638,0,0,0,0,0,0,1,0,0,2022.0,1,0.0,0.07849464130581311,United States,,US 45Q,,,
2.1972245773362196,0,0,0,0,0,0,0,0,1,2013.0,0,0.0,-0.14853077678510412,United States,,US 45Q,,,
9.994287576862567,0,0,0,0,0,0,1,0,0,2021.0,1,0.0,0.023590362540410144,United States,,US 45Q,,,
8.279697133877628,0,0,0,0,0,1,0,0,0,2022.0,0,0.0,0.08495019414326256,United States,Florida Power & Light Company,US 45Q,,,
10.074326772221049,0,1,0,0,0,0,0,0,0,2022.0,0,0.0,0.10263471818023491,United States,Lone Cypress Energy Services,US 45Q,,,
8.632662441222351,0,0,0,1,0,1,0,0,0,2021.0,0,0.0,0.015856288930526097,United States,Linde plc,US 45Q,,,
9.137877200242468,0,0,0,0,0,0,1,0,0,2022.0,1,0.0,0.09824917881855888,United States,,US 45Q,,,
9.588845298501564,0,0,0,0,0,0,1,0,0,2021.0,0,0.0,0.028779265973372672,United States,Plug Power Inc.,US 45Q,,,
0.0,0,0,0,0,0,0,0,1,0,2020.0,0,0.0,-0.1254570946731486,United States,,US 45Q,,,
9.864746724219698,0,0,0,0,0,1,0,0,0,2022.0,1,0.0,0.0992185874718704,United States,,US 45Q,,,
12.290510296660331,1,1,1,0,0,0,0,0,1,2022.0,1,0.0,0.12268652078519614,United Kingdom,Equinor ASA,US 45Q,,,
0.0,0,1,0,0,0,0,0,0,0,2022.0,1,0.0,0.007732988270993913,United States,,US 45Q,,,
12.847929163278053,1,1,0,0,1,0,0,0,0,2022.0,1,0.0,0.12437317223254184,United States,JERA Co. Inc.,US 45Q,,,
9.301186055275759,0,0,0,0,0,0,1,0,0,2021.0,1,0.0,0.019139026521754206,United States,,US 45Q,,,
0.0,0,0,0,0,0,1,0,0,0,2022.0,0,0.0,0.014334758359511982,United States,,US 45Q,,,
7.57353126274595,0,0,0,0,1,0,0,0,0,2022.0,1,0.0,0.06281610305955837,United States,,US 45Q,,,
0.0,0,1,0,0,0,0,0,0,0,2022.0,1,0.0,0.007732988270993913,United States,8 Rivers Capital LLC,US 45Q,,,
12.611541086966115,1,0,0,0,1,0,0,0,0,2022.0,0,0.0,0.14171778644983088,United States,HIF Global,US 45Q,,,
10.308985993422082,0,1,0,0,1,0,0,0,0,2022.0,1,0.0,0.10865944207038171,United States,KeyState Energy,US 45Q,,,
10.505094936455558,0,0,1,0,0,1,0,0,0,2021.0,0,0.0,0.03585573167879166,United States,Chevron Corporation,US 45Q,,,
0.0,0,1,1,0,0,0,0,0,0,2022.0,1,0.0,0.007732988270993913,United States,Shell plc,US 45Q,,,
12.250094315624496,1,1,0,0,0,0,0,0,0,2022.0,0,0.0,0.12256521806025072,United States,Woodside Energy Group Ltd,US 45Q,,,
14.128861108158517,1,1,0,0,0,0,1,0,0,2022.0,0,0.0,0.12566921784580118,United States,"Clean Hydrogen Works LA-1, L.L.C.",US 45Q,,,
9.105090961257085,0,0,0,0,0,0,0,1,0,2021.0,1,0.0,0.01039351494211549,United States,,US 45Q,,,
11.918397239722838,1,0,0,0,0,0,0,1,0,2021.0,1,0.0,0.042633874337815736,United States,,US 45Q,,,
8.136810863675537,0,0,0,0,1,0,0,0,0,2021.0,0,0.0,-0.01014534297133853,United States,"CF Industries Holdings, Inc.",US 45Q,,,
0.0,0,1,0,0,0,0,1,0,0,2021.0,1,0.0,-0.06499864582292204,United States,MMEX Resources Corporation,US 45Q,,,
11.872925873417536,1,0,0,0,0,0,1,0,0,2021.0,0,0.0,0.04680154700081293,United States,"DGFuels, LLC.",US 45Q,,,
0.0,0,1,0,0,0,0,0,0,0,2021.0,1,0.0,-0.06436669995881952,Greece,Energean,US 45Q,,,
8.60813018640834,0,0,0,0,0,0,0,1,0,2021.0,1,0.0,-0.004589686671983513,United States,,US 45Q,,,
10.203999469426009,0,0,0,0,0,0,1,0,0,2021.0,1,0.0,0.028427202341782067,United States,,US 45Q,,,
11.107480356662066,0,1,0,0,1,0,0,0,0,2021.0,1,0.0,0.01438739935603768,Finland,Neste Oyj,US 45Q,,,
6.856461984594587,0,0,0,0,0,0,1,0,0,2020.0,1,0.0,-0.12996161474313747,United States,,US 45Q,,,
6.594413459749778,0,0,0,0,0,0,1,0,0,2020.0,0,0.0,-0.1358630707771899,United States,,US 45Q,,,
5.303304908059076,0,0,0,0,0,0,0,1,0,2019.0,0,0.0,-0.18563147572192334,United States,,US 45Q,,,
9.301186055275759,0,0,0,0,0,0,1,0,0,2021.0,1,0.0,0.019139026521754206,United States,,US 45Q,,,
12.65320419151592,1,1,1,0,0,0,1,0,0,2020.0,1,0.0,0.03854475888407648,United Kingdom,Exxon Mobil Corporation,US 45Q,,,
7.979681302387741,0,0,0,0,0,0,1,0,0,2020.0,1,0.0,-0.12043134416478375,United States,,US 45Q,,,
12.661473293360718,1,1,1,0,0,1,0,0,0,2022.0,1,0.0,0.12575781857243537,United Kingdom,Equinor ASA,US 45Q,,,
11.338250597584787,0,1,0,0,0,0,0,0,1,2022.0,1,0.0,0.10747359699170837,United Kingdom,"McDermott International, Inc.",US 45Q,,,
7.979681302387741,0,0,0,0,0,0,1,0,0,2020.0,1,0.0,-0.12043134416478375,United States,,US 45Q,,,
12.593611365104882,1,1,0,0,0,0,0,1,0,2021.0,1,0.0,0.06345791047446193,United Kingdom,,US 45Q,,,
13.038766527911386,1,1,0,0,0,1,0,0,0,2021.0,1,0.0,0.06923040211308246,United Kingdom,ARUP,US 45Q,,,
7.979681302387741,0,0,0,0,0,0,1,0,0,2020.0,1,0.0,-0.12043134416478375,United States,,US 45Q,,,
12.036925918271573,1,1,0,0,0,0,0,1,0,2022.0,0,0.0,0.1121038225914834,United Kingdom,Kellas Midstream Limited,US 45Q,,,
11.45025187044217,0,1,0,0,0,1,0,0,0,2019.0,0,0.0,-0.06476672675731909,United Kingdom,Kellas Midstream Limited,US 45Q,,,
12.150649783571922,1,1,1,0,0,1,0,0,0,2022.0,0,0.0,0.12280478001878889,United Kingdom,Uniper SE,US 45Q,,,
11.786008995353765,1,1,1,0,0,0,0,1,0,2021.0,1,0.0,0.01102855860429738,United Kingdom,BP p.l.c.,US 45Q,,,
7.979681302387741,0,0,0,0,0,0,1,0,0,2020.0,1,0.0,-0.12043134416478375,United States,,US 45Q,,,
0.0,0,1,0,0,0,0,0,0,0,2021.0,1,0.0,-0.06436669995881952,United Kingdom,RWE AG,US 45Q,,,
7.979681302387741,0,0,0,0,0,0,1,0,0,2020.0,1,0.0,-0.12043134416478375,United States,,US 45Q,,,
