,"China National Emissions Trading System",,,," ","German National Emissions Trading System",,,," ","European Union Emissions Trading System (until 2018)",,,," ","European Union Emissions Trading System (from 2019, download)",,,,," ","New Zealand Emissions Trading System (Up to 2023)",,,,,,,," ","New Zealand Emissions Trading System (From 2024)",,,,,,,," "
Date,"Exchange rate CNY/EUR","Exchange rate CNY/USD","Market Currency","Secondary Market"," ","Exchange rate EUR/EUR","Exchange rate EUR/USD","Market Currency","Primary Market"," ","Exchange rate EUR/EUR","Exchange rate EUR/USD","Market Currency","Primary Market"," ","Exchange rate EUR/EUR","Exchange rate EUR/USD","Market Currency","Primary Market","Secondary Market"," ","Exchange rate NZD/EUR","Exchange rate NZD/USD","Market Currency","Primary Market","Primary Stability 1","Primary Stability 2","Secondary Market","Secondary Stability 5"," ","Exchange rate NZD/EUR","Exchange rate NZD/USD","Market Currency","Primary Market","Primary Stability 1","Primary Stability 2","Primary Stability 3","Secondary Market"," "
2018-10-25,,,,," ",,,,," ",1,1.148404348,EUR,18.72," ",,,,,," ",0.568612666,0.652997257,NZD,,,,25.1,25," ",,,,,,,,," "
2018-10-26,,,,," ",,,,," ",1,1.148404348,EUR,18.98," ",,,,,," ",0.568612666,0.652997257,NZD,,,,25.1,25," ",,,,,,,,," "
2018-10-29,,,,," ",,,,," ",1,1.148404348,EUR,17.91," ",,,,,," ",0.568612666,0.652997257,NZD,,,,25.12,25," ",,,,,,,,," "
2018-10-30,,,,," ",,,,," ",1,1.148404348,EUR,16.87," ",,,,,," ",0.568612666,0.652997257,NZD,,,,25.05,25," ",,,,,,,,," "
2018-10-31,,,,," ",,,,," ",1,1.148404348,EUR,," ",,,,,," ",0.568612666,0.652997257,NZD,,,,25,25," ",,,,,,,,," "
2018-11-01,,,,," ",,,,," ",1,1.136686364,EUR,15.85," ",,,,,," ",0.595149608,0.676498444,NZD,,,,25.02,25," ",,,,,,,,," "
2018-11-02,,,,," ",,,,," ",1,1.136686364,EUR,16.15," ",,,,,," ",0.595149608,0.676498444,NZD,,,,25.02,25," ",,,,,,,,," "
2018-11-05,,,,," ",,,,," ",1,1.136686364,EUR,16.4," ",,,,,," ",0.595149608,0.676498444,NZD,,,,25.05,25," ",,,,,,,,," "
2018-11-06,,,,," ",,,,," ",1,1.136686364,EUR,16.99," ",,,,,," ",0.595149608,0.676498444,NZD,,,,25.1,25," ",,,,,,,,," "
2018-11-07,,,,," ",,,,," ",1,1.136686364,EUR,18.25," ",,,,,," ",0.595149608,0.676498444,NZD,,,,25.1,25," ",,,,,,,,," "
2018-11-08,,,,," ",,,,," ",1,1.136686364,EUR,19.56," ",,,,,," ",0.595149608,0.676498444,NZD,,,,25.1,25," ",,,,,,,,," "
2018-11-09,,,,," ",,,,," ",1,1.136686364,EUR,19.25," ",,,,,," ",0.595149608,0.676498444,NZD,,,,25.05,25," ",,,,,,,,," "
2018-11-12,,,,," ",,,,," ",1,1.136686364,EUR,20.01," ",,,,,," ",0.595149608,0.676498444,NZD,,,,25.05,25," ",,,,,,,,," "
2018-11-13,,,,," ",,,,," ",1,1.136686364,EUR,19.76," ",,,,,," ",0.595149608,0.676498444,NZD,,,,25.05,25," ",,,,,,,,," "
2018-11-14,,,,," ",,,,," ",1,1.136686364,EUR,," ",,,,,," ",,,,,,,,," ",,,,,,,,," "
2018-11-15,,,,," ",,,,," ",1,1.136686364,EUR,18.46," ",,,,,," ",0.595149608,0.676498444,NZD,,,,24.9,25," ",,,,,,,,," "
2018-11-16,,,,," ",,,,," ",1,1.136686364,EUR,," ",,,,,," ",0.595149608,0.676498444,NZD,,,,24.8,25," ",,,,,,,,," "
2018-11-19,,,,," ",,,,," ",1,1.136686364,EUR,18.43," ",,,,,," ",0.595149608,0.676498444,NZD,,,,24.85,25," ",,,,,,,,," "
2018-11-20,,,,," ",,,,," ",1,1.136686364,EUR,19.4," ",,,,,," ",0.595149608,0.676498444,NZD,,,,24.8,25," ",,,,,,,,," "
2018-11-21,,,,," ",,,,," ",1,1.136686364,EUR,20.1," ",,,,,," ",0.595149608,0.676498444,NZD,,,,24.8,25," ",,,,,,,,," "
2018-11-22,,,,," ",,,,," ",1,1.136686364,EUR,20.3," ",,,,,," ",0.595149608,0.676498444,NZD,,,,24.85,25," ",,,,,,,,," "
2018-11-23,,,,," ",,,,," ",1,1.136686364,EUR,," ",,,,,," ",0.595149608,0.676498444,NZD,,,,24.8,25," ",,,,,,,,," "
2018-11-26,,,,," ",,,,," ",1,1.136686364,EUR,19.71," ",,,,,," ",0.595149608,0.676498444,NZD,,,,24.9,25," ",,,,,,,,," "
2018-11-27,,,,," ",,,,," ",1,1.136686364,EUR,19.77," ",,,,,," ",0.595149608,0.676498444,NZD,,,,24.95,25," ",,,,,,,,," "
2018-11-28,,,,," ",,,,," ",1,1.136686364,EUR,," ",,,,,," ",0.595149608,0.676498444,NZD,,,,24.9,25," ",,,,,,,,," "
2018-11-29,,,,," ",,,,," ",1,1.136686364,EUR,19.35," ",,,,,," ",0.595149608,0.676498444,NZD,,,,25,25," ",,,,,,,,," "
2018-11-30,,,,," ",,,,," ",1,1.136686364,EUR,," ",,,,,," ",0.595149608,0.676498444,NZD,,,,25,25," ",,,,,,,,," "
2018-12-03,,,,," ",,,,," ",1,1.138421053,EUR,20.52," ",,,,,," ",,,,,,,,," ",,,,,,,,," "
2018-12-04,,,,," ",,,,," ",1,1.138421053,EUR,20.35," ",,,,,," ",,,,,,,,," ",,,,,,,,," "
2018-12-05,,,,," ",,,,," ",1,1.138421053,EUR,20.21," ",,,,,," ",0.599883642,0.682920167,NZD,,,,25.01,25," ",,,,,,,,," "
2018-12-06,,,,," ",,,,," ",1,1.138421053,EUR,18.55," ",,,,,," ",0.599883642,0.682920167,NZD,,,,25.1,25," ",,,,,,,,," "
2018-12-07,,,,," ",,,,," ",1,1.138421053,EUR,," ",,,,,," ",0.599883642,0.682920167,NZD,,,,25.15,25," ",,,,,,,,," "
2018-12-10,,,,," ",,,,," ",1,1.138421053,EUR,19.77," ",,,,,," ",0.599883642,0.682920167,NZD,,,,25.1,25," ",,,,,,,,," "
2018-12-11,,,,," ",,,,," ",1,1.138421053,EUR,20.77," ",,,,,," ",0.599883642,0.682920167,NZD,,,,25.45,25," ",,,,,,,,," "
2018-12-12,,,,," ",,,,," ",1,1.138421053,EUR,," ",,,,,," ",0.599883642,0.682920167,NZD,,,,25.85,25," ",,,,,,,,," "
2018-12-13,,,,," ",,,,," ",1,1.138421053,EUR,21.88," ",,,,,," ",0.599883642,0.682920167,NZD,,,,24.85,25," ",,,,,,,,," "
2018-12-14,,,,," ",,,,," ",1,1.138421053,EUR,," ",,,,,," ",0.599883642,0.682920167,NZD,,,,24.8,25," ",,,,,,,,," "
2018-12-17,,,,," ",,,,," ",1,1.138421053,EUR,23.4," ",,,,,," ",0.599883642,0.682920167,NZD,,,,24.8,25," ",,,,,,,,," "
2018-12-18,,,,," ",,,,," ",1,1.138421053,EUR,," ",,,,,," ",0.599883642,0.682920167,NZD,,,,24.82,25," ",,,,,,,,," "
2018-12-19,,,,," ",,,,," ",1,1.138421053,EUR,," ",,,,,," ",0.599883642,0.682920167,NZD,,,,24.85,25," ",,,,,,,,," "
2018-12-20,,,,," ",,,,," ",1,1.138421053,EUR,," ",,,,,," ",0.599883642,0.682920167,NZD,,,,25.05,25," ",,,,,,,,," "
2018-12-21,,,,," ",,,,," ",1,1.138421053,EUR,," ",,,,,," ",0.599883642,0.682920167,NZD,,,,25.1,25," ",,,,,,,,," "
2018-12-27,,,,," ",,,,," ",1,1.138421053,EUR,," ",,,,,," ",0.599883642,0.682920167,NZD,,,,25.12,25," ",,,,,,,,," "
2018-12-28,,,,," ",,,,," ",1,1.138421053,EUR,," ",,,,,," ",0.599883642,0.682920167,NZD,,,,25.12,25," ",,,,,,,,," "
2019-01-07,,,,," ",,,,," ",,,,," ",1,1.141640909,EUR,23.01,22.39," ",0.593530405,0.677598591,NZD,,,,25.07,25," ",,,,,,,,," "
2019-01-08,,,,," ",,,,," ",,,,," ",1,1.141640909,EUR,22.4,," ",0.593530405,0.677598591,NZD,,,,25.02,25," ",,,,,,,,," "
2019-01-10,,,,," ",,,,," ",,,,," ",1,1.141640909,EUR,21.4,," ",0.593530405,0.677598591,NZD,,,,25,25," ",,,,,,,,," "
2019-01-14,,,,," ",,,,," ",,,,," ",1,1.141640909,EUR,21.95,23.42," ",0.593530405,0.677598591,NZD,,,,24.97,25," ",,,,,,,,," "
2019-01-15,,,,," ",,,,," ",,,,," ",1,1.141640909,EUR,22.55,," ",0.593530405,0.677598591,NZD,,,,24.9,25," ",,,,,,,,," "
2019-01-16,,,,," ",,,,," ",,,,," ",1,1.141640909,EUR,22.81,," ",0.593530405,0.677598591,NZD,,,,24.95,25," ",,,,,,,,," "
2019-01-17,,,,," ",,,,," ",,,,," ",1,1.141640909,EUR,23.55,," ",0.593530405,0.677598591,NZD,,,,24.9,25," ",,,,,,,,," "
2019-01-21,,,,," ",,,,," ",,,,," ",1,1.141640909,EUR,24.22,24.48," ",,,,,,,,," ",,,,,,,,," "
2019-01-22,,,,," ",,,,," ",,,,," ",1,1.141640909,EUR,24.42,," ",0.593530405,0.677598591,NZD,,,,25.02,25," ",,,,,,,,," "
2019-01-24,,,,," ",,,,," ",,,,," ",1,1.141640909,EUR,24.6,," ",0.593530405,0.677598591,NZD,,,,25.1,25," ",,,,,,,,," "
2019-01-28,,,,," ",,,,," ",,,,," ",1,1.141640909,EUR,23.01,22.7," ",,,,,,,,," ",,,,,,,,," "
2019-01-29,,,,," ",,,,," ",,,,," ",1,1.141640909,EUR,22.43,," ",,,,,,,,," ",,,,,,,,," "
2019-01-30,,,,," ",,,,," ",,,,," ",1,1.141640909,EUR,22.91,," ",,,,,,,,," ",,,,,,,,," "
2019-01-31,,,,," ",,,,," ",,,,," ",1,1.141640909,EUR,22.3,," ",,,,,,,,," ",,,,,,,,," "
2019-02-01,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,21.38,," ",,,,,,,,," ",,,,,,,,," "
2019-02-04,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,21.38,23.16," ",0.602124262,0.683480282,NZD,,,,25.05,25," ",,,,,,,,," "
2019-02-05,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,22.93,," ",0.602124262,0.683480282,NZD,,,,24.95,25," ",,,,,,,,," "
2019-02-07,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,23.8,," ",0.602124262,0.683480282,NZD,,,,25,25," ",,,,,,,,," "
2019-02-08,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,23.28,," ",0.602124262,0.683480282,NZD,,,,25.05,25," ",,,,,,,,," "
2019-02-11,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,21.8,20.85," ",0.602124262,0.683480282,NZD,,,,25.05,25," ",,,,,,,,," "
2019-02-12,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,21.71,," ",0.602124262,0.683480282,NZD,,,,25.3,25," ",,,,,,,,," "
2019-02-13,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,20.01,," ",0.602124262,0.683480282,NZD,,,,25.3,25," ",,,,,,,,," "
2019-02-14,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,20.86,," ",0.602124262,0.683480282,NZD,,,,25.3,25," ",,,,,,,,," "
2019-02-15,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,19.99,," ",0.602124262,0.683480282,NZD,,,,25.22,25," ",,,,,,,,," "
2019-02-18,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,20.14,19.69," ",0.602124262,0.683480282,NZD,,,,25.3,25," ",,,,,,,,," "
2019-02-19,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,20.26,," ",0.602124262,0.683480282,NZD,,,,25.3,25," ",,,,,,,,," "
2019-02-21,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,19.85,," ",0.602124262,0.683480282,NZD,,,,25.15,25," ",,,,,,,,," "
2019-02-22,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,18.35,," ",0.602124262,0.683480282,NZD,,,,25.1,25," ",,,,,,,,," "
2019-02-25,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,18.62,20.83," ",0.602124262,0.683480282,NZD,,,,25.15,25," ",,,,,,,,," "
2019-02-26,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,19.6,," ",0.602124262,0.683480282,NZD,,,,25.2,25," ",,,,,,,,," "
2019-02-27,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,20.31,," ",0.602124262,0.683480282,NZD,,,,25.15,25," ",,,,,,,,," "
2019-02-28,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,20.9,," ",0.602124262,0.683480282,NZD,,,,25.2,25," ",,,,,,,,," "
2019-03-01,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,21.31,," ",0.604469408,0.683200109,NZD,,,,25.25,25," ",,,,,,,,," "
2019-03-04,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,22.12,22.9," ",0.604469408,0.683200109,NZD,,,,25.2,25," ",,,,,,,,," "
2019-03-05,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,22.86,," ",0.604469408,0.683200109,NZD,,,,25.12,25," ",,,,,,,,," "
2019-03-07,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,22.03,," ",0.604469408,0.683200109,NZD,,,,25.2,25," ",,,,,,,,," "
2019-03-08,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,22.88,," ",0.604469408,0.683200109,NZD,,,,25.25,25," ",,,,,,,,," "
2019-03-11,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,22.6,22.42," ",0.604469408,0.683200109,NZD,,,,25.15,25," ",,,,,,,,," "
2019-03-12,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,22.48,," ",0.604469408,0.683200109,NZD,,,,25.3,25," ",,,,,,,,," "
2019-03-13,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,21.98,," ",0.604469408,0.683200109,NZD,,,,25.4,25," ",,,,,,,,," "
2019-03-14,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,22.23,," ",0.604469408,0.683200109,NZD,,,,25.45,25," ",,,,,,,,," "
2019-03-15,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,22.77,," ",0.604469408,0.683200109,NZD,,,,25.45,25," ",,,,,,,,," "
2019-03-18,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,21.5,21.24," ",0.604469408,0.683200109,NZD,,,,25.52,25," ",,,,,,,,," "
2019-03-19,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,21.35,," ",0.604469408,0.683200109,NZD,,,,25.65,25," ",,,,,,,,," "
2019-03-21,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,21.1,," ",0.604469408,0.683200109,NZD,,,,25.55,25," ",,,,,,,,," "
2019-03-22,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,20.64,," ",0.604469408,0.683200109,NZD,,,,25.55,25," ",,,,,,,,," "
2019-03-25,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,20.6,21.63," ",0.604469408,0.683200109,NZD,,,,25.55,25," ",,,,,,,,," "
2019-03-26,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,21.17,," ",0.604469408,0.683200109,NZD,,,,25.6,25," ",,,,,,,,," "
2019-03-27,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,21.45,," ",0.604469408,0.683200109,NZD,,,,25.6,25," ",,,,,,,,," "
2019-03-28,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,21.55,," ",0.604469408,0.683200109,NZD,,,,25.67,25," ",,,,,,,,," "
2019-03-29,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,21.83,," ",0.604469408,0.683200109,NZD,,,,25.67,25," ",,,,,,,,," "
2019-04-01,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,21.06,23.22," ",0.598841278,0.672992799,NZD,,,,25.75,25," ",,,,,,,,," "
2019-04-02,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,21.4,," ",0.598841278,0.672992799,NZD,,,,25.7,25," ",,,,,,,,," "
2019-04-04,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,23.65,," ",0.598841278,0.672992799,NZD,,,,25.62,25," ",,,,,,,,," "
2019-04-05,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,24.17,," ",0.598841278,0.672992799,NZD,,,,25.63,25," ",,,,,,,,," "
2019-04-08,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,24.07,25.97," ",0.598841278,0.672992799,NZD,,,,25.65,25," ",,,,,,,,," "
2019-04-09,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,25.2,," ",0.598841278,0.672992799,NZD,,,,25.65,25," ",,,,,,,,," "
2019-04-10,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,26.21,," ",0.598841278,0.672992799,NZD,,,,25.62,25," ",,,,,,,,," "
2019-04-11,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,25.88,," ",0.598841278,0.672992799,NZD,,,,25.62,25," ",,,,,,,,," "
2019-04-12,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,26.72,," ",0.598841278,0.672992799,NZD,,,,25.62,25," ",,,,,,,,," "
2019-04-15,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,27,27.04," ",0.598841278,0.672992799,NZD,,,,25.6,25," ",,,,,,,,," "
2019-04-16,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,26.8,," ",0.598841278,0.672992799,NZD,,,,25.65,25," ",,,,,,,,," "
2019-04-18,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,26.92,," ",0.598841278,0.672992799,NZD,,,,25.67,25," ",,,,,,,,," "
2019-04-22,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,,26.99," ",,,,,,,,," ",,,,,,,,," "
2019-04-23,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,27.17,," ",0.598841278,0.672992799,NZD,,,,25.62,25," ",,,,,,,,," "
2019-04-24,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,27.02,," ",0.598841278,0.672992799,NZD,,,,25.65,25," ",,,,,,,,," "
2019-04-25,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,27.46,," ",,,,,,,,," ",,,,,,,,," "
2019-04-26,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,26.79,," ",0.598841278,0.672992799,NZD,,,,25.65,25," ",,,,,,,,," "
2019-04-29,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,25.81,25.67," ",0.598841278,0.672992799,NZD,,,,25.65,25," ",,,,,,,,," "
2019-04-30,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,25.85,," ",0.598841278,0.672992799,NZD,,,,25.6,25," ",,,,,,,,," "
2019-05-02,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,25.04,," ",0.586786926,0.656297171,NZD,,,,25.5,25," ",,,,,,,,," "
2019-05-03,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,24.32,," ",0.586786926,0.656297171,NZD,,,,25.35,25," ",,,,,,,,," "
2019-05-06,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,,26.15," ",0.586786926,0.656297171,NZD,,,,25.45,25," ",,,,,,,,," "
2019-05-07,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,25.65,," ",0.586786926,0.656297171,NZD,,,,25.5,25," ",,,,,,,,," "
2019-05-08,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,26.5,," ",0.586786926,0.656297171,NZD,,,,25.65,25," ",,,,,,,,," "
2019-05-09,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,26.81,," ",0.586786926,0.656297171,NZD,,,,25.55,25," ",,,,,,,,," "
2019-05-10,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,26.35,," ",0.586786926,0.656297171,NZD,,,,25.55,25," ",,,,,,,,," "
2019-05-13,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,25.25,25.49," ",0.586786926,0.656297171,NZD,,,,25.45,25," ",,,,,,,,," "
2019-05-14,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,25.03,," ",0.586786926,0.656297171,NZD,,,,25.45,25," ",,,,,,,,," "
2019-05-16,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,25.81,," ",0.586786926,0.656297171,NZD,,,,25.45,25," ",,,,,,,,," "
2019-05-17,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,25.01,," ",0.586786926,0.656297171,NZD,,,,25.37,25," ",,,,,,,,," "
2019-05-20,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,24.91,25.7," ",0.586786926,0.656297171,NZD,,,,25.1,25," ",,,,,,,,," "
2019-05-21,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,25.01,," ",0.586786926,0.656297171,NZD,,,,25.15,25," ",,,,,,,,," "
2019-05-22,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,25.65,," ",0.586786926,0.656297171,NZD,,,,25.1,25," ",,,,,,,,," "
2019-05-23,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,26.05,," ",0.586786926,0.656297171,NZD,,,,25.1,25," ",,,,,,,,," "
2019-05-24,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,25.61,," ",0.586786926,0.656297171,NZD,,,,25.07,25," ",,,,,,,,," "
2019-05-27,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,,25.27," ",0.586786926,0.656297171,NZD,,,,25.07,25," ",,,,,,,,," "
2019-05-28,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,25.3,," ",0.586786926,0.656297171,NZD,,,,25.05,25," ",,,,,,,,," "
2019-06-03,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,23.96,24.21," ",,,,,,,,," ",,,,,,,,," "
2019-06-04,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,23.86,," ",0.584162113,0.659717641,NZD,,,,24.55,25," ",,,,,,,,," "
2019-06-05,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,24.42,," ",0.584162113,0.659717641,NZD,,,,24.55,25," ",,,,,,,,," "
2019-06-06,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,24.07,," ",0.584162113,0.659717641,NZD,,,,24.2,25," ",,,,,,,,," "
2019-06-07,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,24.24,," ",0.584162113,0.659717641,NZD,,,,24.3,25," ",,,,,,,,," "
2019-06-10,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,,25," ",0.584162113,0.659717641,NZD,,,,24.25,25," ",,,,,,,,," "
2019-06-11,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,25.12,," ",,,,,,,,," ",,,,,,,,," "
2019-06-13,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,24.92,," ",0.584162113,0.659717641,NZD,,,,22.9,25," ",,,,,,,,," "
2019-06-14,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,24.67,," ",0.584162113,0.659717641,NZD,,,,23.15,25," ",,,,,,,,," "
2019-06-17,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,24.78,25.1," ",0.584162113,0.659717641,NZD,,,,23.25,25," ",,,,,,,,," "
2019-06-18,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,24.98,," ",0.584162113,0.659717641,NZD,,,,23.2,25," ",,,,,,,,," "
2019-06-19,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,24.98,," ",0.584162113,0.659717641,NZD,,,,23.5,25," ",,,,,,,,," "
2019-06-20,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,24.86,," ",0.584162113,0.659717641,NZD,,,,23.62,25," ",,,,,,,,," "
2019-06-21,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,24.87,," ",0.584162113,0.659717641,NZD,,,,23.65,25," ",,,,,,,,," "
2019-06-24,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,25.64,26.67," ",0.584162113,0.659717641,NZD,,,,22.5,25," ",,,,,,,,," "
2019-06-27,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,27.1,," ",0.584162113,0.659717641,NZD,,,,23.1,25," ",,,,,,,,," "
2019-06-28,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,26.4,," ",0.584162113,0.659717641,NZD,,,,23.15,25," ",,,,,,,,," "
2019-07-01,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,26.72,26.51," ",0.595811378,0.668404518,NZD,,,,23.07,25," ",,,,,,,,," "
2019-07-02,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,27.22,," ",0.595811378,0.668404518,NZD,,,,23.07,25," ",,,,,,,,," "
2019-07-03,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,26.33,," ",0.595811378,0.668404518,NZD,,,,23.1,25," ",,,,,,,,," "
2019-07-04,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,26.22,," ",0.595811378,0.668404518,NZD,,,,23.05,25," ",,,,,,,,," "
2019-07-05,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,25.84,," ",0.595811378,0.668404518,NZD,,,,22.95,25," ",,,,,,,,," "
2019-07-08,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,26.6,27.73," ",0.595811378,0.668404518,NZD,,,,22.87,25," ",,,,,,,,," "
2019-07-09,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,26.68,," ",0.595811378,0.668404518,NZD,,,,23,25," ",,,,,,,,," "
2019-07-11,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,28.5,," ",0.595811378,0.668404518,NZD,,,,23.05,25," ",,,,,,,,," "
2019-07-12,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,28.25,," ",0.595811378,0.668404518,NZD,,,,22.9,25," ",,,,,,,,," "
2019-07-15,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,29.15,28.53," ",0.595811378,0.668404518,NZD,,,,22.95,25," ",,,,,,,,," "
2019-07-16,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,29.1,," ",,,,,,,,," ",,,,,,,,," "
2019-07-17,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,28.37,," ",0.595811378,0.668404518,NZD,,,,23.1,25," ",,,,,,,,," "
2019-07-18,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,27.99,," ",0.595811378,0.668404518,NZD,,,,23.22,25," ",,,,,,,,," "
2019-07-19,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,28.15,," ",0.595811378,0.668404518,NZD,,,,23.1,25," ",,,,,,,,," "
2019-07-22,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,28.96,29.06," ",0.595811378,0.668404518,NZD,,,,23.1,25," ",,,,,,,,," "
2019-07-23,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,29.05,," ",0.595811378,0.668404518,NZD,,,,23.07,25," ",,,,,,,,," "
2019-07-25,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,29.46,," ",0.595811378,0.668404518,NZD,,,,23.15,25," ",,,,,,,,," "
2019-07-26,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,28.51,," ",0.595811378,0.668404518,NZD,,,,23.3,25," ",,,,,,,,," "
2019-07-29,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,28.8,28.6," ",0.595811378,0.668404518,NZD,,,,23.3,25," ",,,,,,,,," "
2019-07-30,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,28.18,," ",0.595811378,0.668404518,NZD,,,,23.6,25," ",,,,,,,,," "
2019-07-31,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,28.04,," ",0.595811378,0.668404518,NZD,,,,23.85,25," ",,,,,,,,," "
