v7_project_id,sp_record_id,match_quality,cap_diff,sp_project_name
573,,no_match,,
79,,no_match,,
87,,no_match,,
120,,no_match,,
157,,no_match,,
161,,no_match,,
170,,no_match,,
171,,no_match,,
194,,no_match,,
235,,no_match,,
238,,no_match,,
311,,no_match,,
312,,no_match,,
463,,no_match,,
578,,no_match,,
582,,no_match,,
583,,no_match,,
585,,no_match,,
586,,no_match,,
596,,no_match,,
478,CETPROJH21920,exact,0.3746934494414105,H2goesRail
485,CETPROJH21867,exact,0.04738862224414353,H2 Factory
504,CETPROJH23168,exact,0.028573372444055778,VOZARTEK
508,CETPROJH21923,exact,1.2656663733312756,Bouin Green H2
435,CETPROJH21651,exact,0.5108256237659909,H2Evora
468,,exact_exhausted,,
481,,exact_exhausted,,
496,,exact_exhausted,,
505,,exact_exhausted,,
514,,exact_exhausted,,
526,,exact_exhausted,,
538,,exact_exhausted,,
540,,exact_exhausted,,
565,,exact_exhausted,,
567,,exact_exhausted,,
572,,exact_exhausted,,
543,CETPROJH22072,relaxed,0.2151113796169455,FrontFuel
351,CETPROJH21991,exact,0.0,Modena
482,CETPROJH21988,exact,0.0,Helios
489,CETPROJH21776,exact,0.08309275856153686,H2HybNS project
521,CETPROJH21566,exact,0.0,Hollandse Kust Noord H2/Baseload Power Hub
522,CETPROJH21921,exact,0.1322477869430374,Brake
523,CETPROJH21718,exact,0.13338868837882867,Montoir plant H2
548,CETPROJH21821,exact,0.09317722485418312,HyTouraine Project
506,CETPROJH22072,exact,0.0,FrontFuel
263,CETPROJH21837,relaxed,10.709985739582528,Project IRIS Blue Hydrogen
550,CETPROJH21636,relaxed,11.313290899206928,Rotterdam blue hydrogen plant retrofit Air Liquide
510,CETPROJH21729,exact,1.3048267778818716,Maryland Green Hydrogen
561,CETPROJH21943,exact,1.3499267169490161,DeBary
469,CETPROJH22194,exact,0.0,Hieberts Farm Green Ammonia
471,CETPROJH23023,exact,0.0,Minnesota Morris Demo
528,,exact_exhausted,,
487,CETPROJH21961,exact,1.001650580825312,Fresno H2B2 Green Hydrogen (Sohycal Plant)
488,CETPROJH21571,exact,1.6094379124341005,Charbone Sorel-Tracy Green H2
475,CETPROJH21599,exact,0.28973020723592136,Dakota Renewable Hydrogen Project (DRH)
204,CETPROJH23301,exact,0.0,ConocoPhillips-JERA Americas Hydrogen/Ammonia plant
207,CETPROJH23298,exact,0.0,Suncor refinery
268,CETPROJH21935,exact,0.0,Midwest Low carbon Hydrogen Hub
274,CETPROJH21933,exact,0.0,Heartland Low carbon Hydrogen Hub
298,CETPROJH21928,exact,0.0,Appalachian Hydrogen Hub
300,CETPROJH21767,exact,0.0,Florida clean hydrogen hub
328,CETPROJH21756,exact,0.0,Cushing Refinery Blue H2
329,,exact_exhausted,,
374,,exact_exhausted,,
420,,exact_exhausted,,
447,,exact_exhausted,,
451,,exact_exhausted,,
454,,exact_exhausted,,
472,,exact_exhausted,,
473,,exact_exhausted,,
474,,exact_exhausted,,
476,,exact_exhausted,,
491,,exact_exhausted,,
492,,exact_exhausted,,
493,,exact_exhausted,,
494,,exact_exhausted,,
507,,exact_exhausted,,
515,,exact_exhausted,,
518,,exact_exhausted,,
524,,exact_exhausted,,
536,,exact_exhausted,,
541,,exact_exhausted,,
249,CETPROJH21877,exact,0.6931471805599454,University of Sheffield SAF R&D
480,CETPROJH21562,exact,0.8873031950009027,Egersund Liquid Green Hydrogen
525,CETPROJH21637,exact,0.15415067982725827,Elemir Gas Refinery (RGE) Green Hydrogen
490,CETPROJH22989,relaxed,0.5653138090500605,STFC ASPIRE Project
277,CETPROJH22989,exact,0.0,STFC ASPIRE Project
547,CETPROJH22262,exact,0.0,Samlesbury Net Zero
203,CETPROJH21766,exact,0.0,RECYCLE project (REthinking low Carbon hYdrogen production by Chemical Looping rEforming)
409,CETPROJH21728,exact,0.0,Brigg Power Station H2
516,,exact_exhausted,,
344,CETPROJH22611,exact,0.0,GH2GH Project
513,CETPROJH21648,exact,0.4054651081081646,Bogota H2
520,CETPROJH21711,exact,0.2876820724517808,Ullum San Juan H2
534,,exact_exhausted,,
519,CETPROJH22611,relaxed,0.06187540371808742,GH2GH Project
545,CETPROJH23012,relaxed,0.1484200051182732,Sumitomo-Colbun Tocopilla
470,CETPROJH21724,relaxed,3.58351893845611,Rustenburg smelter project
486,CETPROJH21926,relaxed,7.469083884921234,Shaybah demonstration plant
502,CETPROJH22293,relaxed,12.022396171249941,Blue Horizons Project
529,CETPROJH22913,relaxed,12.589159211520418,Jafurah blue ammonia project - Saudi Aramco
359,,no_match,,
443,,no_match,,
466,,no_match,,
467,,no_match,,
533,,no_match,,
571,,no_match,,
267,,no_match,,
357,,no_match,,
465,,no_match,,
497,,no_match,,
498,,no_match,,
503,,no_match,,
532,,no_match,,
546,,no_match,,
566,,no_match,,
484,,no_match,,
373,,no_match,,
483,,no_match,,
86,,no_match,,
236,,no_match,,
295,,no_match,,
304,,no_match,,
414,,no_match,,
477,,no_match,,
531,,no_match,,
537,,no_match,,
226,CETPROJH22430,exact,0.16705408466316607,Ossi Green H2
229,CETPROJH22192,exact,0.8362480242006187,KIT Helmholtz centers R&D project
387,CETPROJH22205,exact,1.0678406300013559,Nordex Navarra Green H2 Test
415,CETPROJH22029,exact,1.1574527886910428,H-TEC project/HUB LA ISLA H2
419,CETPROJH22211,exact,1.679642171107349,Project Hyvia
423,CETPROJH23125,exact,1.7129785913749407,Loviisa nuclear power plant H2/Kalla test center Alkaline
390,CETPROJH22204,exact,0.0,Odolanow Orlen Pilot Green H2
392,CETPROJH22321,exact,0.33647223662121273,Seville (H2-24/7) Green H2
395,CETPROJH22028,exact,0.0,FollHy Project
432,CETPROJH22183,exact,0.08961215868968675,Iberia Hospital Green H2
433,,exact_exhausted,,
446,,exact_exhausted,,
455,,exact_exhausted,,
382,CETPROJH22421,exact,0.03378699757738257,Guttroff
399,CETPROJH22375,exact,0.12814582269193053,Croixrault Green H2
400,CETPROJH22362,exact,0.014320053774748764,EAV Green H2
418,CETPROJH22714,exact,0.033616610798985036,Turn2X
430,CETPROJH23158,exact,0.0953101798043248,ReSTart eSAF
