project_id,is_blue_ccs,log_capacity_mw,region,sponsor_type,sponsor_owner,tech,year_announced,duration,event_any,event_type
0,0,3.269568939183719,EU,Unknown,Unknown,PEM,2020.0,6,0,0
1,0,0.09531017980432487,EU,Unknown,Unknown,PEM,2020.0,6,0,0
2,0,3.044522437723423,EU,Unknown,Unknown,PEM,2021.0,5,0,0
3,0,3.9318256327243257,EU,Unknown,Unknown,PEM,2022.0,4,0,0
4,0,5.030437921392435,EU,Other,"Endesa, S.A.",PEM,2021.0,5,0,0
5,0,0.09531017980432487,EU,Unknown,Unknown,PEM,2009.0,17,0,0
6,0,0.0,North_America,Unknown,Unknown,PEM,2020.0,6,0,0
7,0,5.87493073085203,EU,Unknown,Unknown,PEM,2020.0,6,0,0
8,0,5.356586274672012,EU,Unknown,Unknown,PEM,2021.0,5,0,0
9,0,3.044522437723423,EU,Utility,"Iberdrola, S.A.",PEM,2020.0,6,0,0
10,0,5.303304908059076,EU,Other,unknown,PEM,2020.0,6,0,0
11,0,6.478509642208569,EU,Unknown,Unknown,PEM,2022.0,4,0,0
12,0,0.14842000511827327,EU,Unknown,Unknown,PEM,2022.0,4,0,0
13,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2021.0,5,0,0
14,1,0.0,EU,Industrial_gas,L'Air Liquide S.A.,Blue_CCS,2021.0,5,0,0
15,0,0.1988508587451652,EU,Unknown,Unknown,PEM,2018.0,8,0,0
16,0,0.6931471805599453,North_America,Unknown,Unknown,PEM,2020.0,6,0,0
17,0,5.303304908059076,EU,Industrial_gas,L'Air Liquide S.A.,PEM,2017.0,9,0,0
18,0,0.22314355131420976,EU,Unknown,Unknown,PEM,2010.0,16,0,0
19,0,1.0986122886681098,Other_Europe,Unknown,Unknown,PEM,2021.0,5,0,0
20,0,0.26236426446749106,Other_Europe,Unknown,Unknown,PEM,2017.0,9,0,0
21,0,1.0986122886681098,Other_Europe,Other,Hydrospider AG,PEM,2016.0,10,0,0
22,0,0.30010459245033805,Other_Europe,Unknown,Unknown,PEM,2009.0,17,0,0
23,0,0.009950330853168083,North_America,Unknown,Unknown,PEM,2008.0,18,0,0
24,0,1.3862943611198906,EU,Unknown,Unknown,PEM,2020.0,6,0,0
25,0,0.0295588022415444,North_America,Unknown,Unknown,PEM,2006.0,20,0,0
26,1,0.0,Other,Unknown,Unknown,Blue_CCS,2021.0,2,1,1
27,1,0.0,Other,Unknown,Unknown,Blue_CCS,2021.0,5,0,0
28,1,0.0,Other,Other,Gazprom,Blue_CCS,2021.0,5,0,0
29,0,1.791759469228055,EU,Unknown,Unknown,PEM,2022.0,4,0,0
30,0,1.791759469228055,EU,Unknown,Unknown,PEM,2021.0,5,0,0
31,0,4.02535169073515,EU,Unknown,Unknown,PEM,2019.0,3,1,2
32,0,3.044522437723423,EU,Unknown,Unknown,PEM,2021.0,5,0,0
33,0,2.3978952727983707,EU,Steel,ArcelorMittal S.A.,PEM,2020.0,6,0,0
34,0,0.0,North_America,Unknown,Unknown,PEM,2007.0,19,0,0
35,0,3.044522437723423,EU,Industrial_gas,L'Air Liquide S.A.,PEM,2021.0,5,0,0
36,0,4.51085950651685,EU,Unknown,Unknown,PEM,2019.0,7,0,0
37,0,2.3978952727983707,EU,Other,unknown,PEM,2019.0,7,0,0
38,0,4.007333185232471,EU,Other,BASF SE,PEM,2021.0,5,0,0
39,0,4.61512051684126,EU,Other,Luxcara GmbH,PEM,2020.0,6,0,0
40,0,5.771441123130016,EU,Other,EWE Aktiengesellschaft,PEM,2021.0,5,0,0
41,0,2.277267285009756,EU,Unknown,Unknown,PEM,2020.0,6,0,0
42,0,5.303304908059076,EU,Other,Uniper SE,PEM,2020.0,6,0,0
43,0,4.61512051684126,EU,Oil_major,BP p.l.c.,PEM,2020.0,6,0,0
44,0,4.61512051684126,EU,Utility,RWE Aktiengesellschaft,PEM,2021.0,5,0,0
45,0,4.61512051684126,EU,Utility,RWE Aktiengesellschaft,PEM,2022.0,4,0,0
46,0,3.2188758248682006,EU,Industrial_gas,Linde plc,PEM,2021.0,5,0,0
47,1,0.0,North_America,Other,"Tallgrass Energy, LP",Blue_CCS,2021.0,5,0,0
48,0,0.5306282510621704,EU,Unknown,Unknown,PEM,2018.0,8,0,0
49,0,4.61512051684126,EU,Oil_major,Shell plc,PEM,2021.0,5,0,0
50,0,0.5423242908253617,EU,Unknown,Unknown,PEM,2018.0,8,0,0
51,0,0.6312717768418579,EU,Unknown,Unknown,PEM,2017.0,9,0,0
52,0,0.6418538861723948,EU,Unknown,Unknown,PEM,2017.0,9,0,0
53,0,0.6418538861723948,EU,Unknown,Unknown,PEM,2017.0,9,0,0
54,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2015.0,11,0,0
55,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2015.0,11,0,0
56,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2011.0,15,0,0
57,1,0.0,North_America,Other,Exxon Mobil Corporation,Blue_CCS,2022.0,2,1,2
58,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2013.0,13,0,0
59,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2013.0,13,0,0
60,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2016.0,10,0,0
61,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2013.0,13,0,0
62,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2011.0,15,0,0
63,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2015.0,11,0,0
64,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2010.0,16,0,0
65,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2011.0,15,0,0
66,0,0.7654678421395714,EU,Unknown,Unknown,PEM,2012.0,14,0,0
67,0,0.7884573603642702,EU,Unknown,Unknown,PEM,2011.0,15,0,0
68,0,0.8109302162163288,EU,Unknown,Unknown,PEM,2013.0,13,0,0
69,1,0.0,North_America,Other,Ekona Power Inc.,Blue_CCS,2021.0,5,0,0
70,0,1.0986122886681098,EU,Unknown,Unknown,PEM,2007.0,19,0,0
71,1,0.0,North_America,Unknown,Unknown,Blue_CCS,2021.0,5,0,0
72,0,1.2237754316221157,EU,Unknown,Unknown,PEM,2018.0,8,0,0
73,0,1.252762968495368,EU,Unknown,Unknown,PEM,2020.0,6,0,0
74,1,0.0,North_America,Other,"BayoTech, Inc.",Blue_CCS,2021.0,5,0,0
75,0,1.252762968495368,EU,Unknown,Unknown,PEM,2020.0,6,0,0
76,0,1.252762968495368,EU,Unknown,Unknown,PEM,2018.0,8,0,0
77,1,0.0,EU,Other,Gazprom Energoholding LLC ,Blue_CCS,2020.0,6,0,0
78,0,0.16551443847757338,ANZ,Unknown,Unknown,PEM,2020.0,6,0,0
79,1,0.0,ANZ,Unknown,Unknown,Blue_CCS,2022.0,4,0,0
80,1,0.0,North_America,Industrial_gas,L'Air Liquide S.A.,Blue_CCS,2020.0,6,0,0
81,0,1.252762968495368,ANZ,Unknown,Unknown,PEM,2022.0,4,0,0
82,0,1.791759469228055,ANZ,Unknown,Unknown,PEM,2022.0,4,0,0
83,1,0.0,North_America,Other,"Tallgrass Energy, LP",Blue_CCS,2021.0,5,0,0
84,1,0.0,North_America,Other,Wabash Valley Resources LLC,Blue_CCS,2021.0,5,0,0
85,0,5.0106352940962555,ANZ,Unknown,Unknown,PEM,2020.0,6,0,0
86,1,0.0,ANZ,Other,"Kawasaki Heavy Industries, Ltd",Blue_CCS,2023.0,3,0,0
87,1,0.0,ANZ,Other,Australian Future Energy Pty Ltd,Blue_CCS,2022.0,4,0,0
88,1,0.0,North_America,Other,"Lake Charles Methanol, LLC",Blue_CCS,2022.0,4,0,0
89,0,2.9231615807191558,ANZ,Unknown,Unknown,PEM,2021.0,5,0,0
90,1,0.0,ANZ,Other,Origin Energy Limited,Blue_CCS,2021.0,5,0,0
91,1,0.0,North_America,Industrial_gas,"Air Products and Chemicals, Inc.",Blue_CCS,2021.0,5,0,0
92,0,0.0,ANZ,Unknown,Unknown,PEM,2021.0,5,0,0
93,0,0.8754687373538999,ANZ,Unknown,Unknown,PEM,2020.0,6,0,0
94,0,0.04879016416943201,ANZ,Unknown,Unknown,PEM,2021.0,5,0,0
95,0,3.9318256327243257,ANZ,Unknown,Unknown,PEM,2019.0,7,0,0
96,0,2.3978952727983707,ANZ,Unknown,Unknown,PEM,2020.0,6,0,0
97,0,0.6931471805599453,ANZ,Unknown,Unknown,PEM,2020.0,6,0,0
98,0,0.8109302162163288,ANZ,Unknown,Unknown,PEM,2019.0,7,0,0
99,0,0.04879016416943201,ANZ,Unknown,Unknown,PEM,2018.0,8,0,0
100,0,5.081404364984463,ANZ,Unknown,Unknown,PEM,2019.0,7,0,0
101,0,0.009950330853168083,ANZ,Unknown,Unknown,PEM,2021.0,2,1,2
102,1,0.0,North_America,Other,"Coffeyville Resources Nitrogen   Fertilizers, LLC",Blue_CCS,2011.0,15,0,0
103,0,1.3862943611198906,ANZ,Unknown,Unknown,PEM,2021.0,5,0,0
104,0,7.313886831633462,ANZ,Unknown,Unknown,PEM,2019.0,7,0,0
105,1,0.0,ANZ,Other,Woodside Energy Group Ltd,Blue_CCS,2021.0,5,0,0
106,1,0.0,ANZ,Other,TNG Limited,Blue_CCS,2020.0,6,0,0
107,0,0.22314355131420976,ANZ,Unknown,Unknown,PEM,2017.0,9,0,0
108,0,3.713572066704308,ANZ,Unknown,Unknown,PEM,2020.0,3,1,2
109,0,0.4054651081081644,ANZ,Unknown,Unknown,PEM,2019.0,7,0,0
110,0,6.311734809152915,ANZ,Unknown,Unknown,PEM,2021.0,2,1,2
111,0,0.6931471805599453,ANZ,Unknown,Unknown,PEM,2021.0,5,0,0
112,1,0.0,North_America,Other,Valero Energy Corporation,Blue_CCS,2011.0,15,0,0
113,1,0.0,ANZ,Other,"Department of Mines, Industry Regulation and Safety",Blue_CCS,2020.0,6,0,0
114,0,0.8109302162163288,ANZ,Unknown,Unknown,PEM,2016.0,10,0,0
115,0,0.23111172096338664,ANZ,Unknown,Unknown,PEM,2019.0,7,0,0
116,0,0.26236426446749106,ANZ,Unknown,Unknown,PEM,2017.0,9,0,0
117,0,0.8109302162163288,ANZ,Unknown,Unknown,PEM,2018.0,8,0,0
118,1,0.0,North_America,Other,Valero Energy Corporation,Blue_CCS,2011.0,15,0,0
119,0,0.04879016416943201,EU,Unknown,Unknown,PEM,2021.0,5,0,0
120,1,0.0,MENA,Other,Qatar Fertilizer Co SAQ (QAFCO),Blue_CCS,2022.0,4,0,0
121,0,1.2809338454620642,EU,Unknown,Unknown,PEM,2019.0,7,0,0
122,0,2.3978952727983707,EU,Unknown,Unknown,PEM,2021.0,5,0,0
123,0,3.258096538021482,EU,Unknown,Unknown,PEM,2021.0,5,0,0
124,0,1.3862943611198906,EU,Unknown,Unknown,PEM,2019.0,7,0,0
125,0,4.61512051684126,EU,Other,Uniper SE,PEM,2020.0,6,0,0
126,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2017.0,9,0,0
127,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2019.0,7,0,0
128,0,5.081404364984463,EU,Industrial_gas,L'Air Liquide S.A.,PEM,2021.0,5,0,0
129,0,4.51085950651685,EU,Unknown,Unknown,PEM,2021.0,5,0,0
130,0,2.3978952727983707,EU,Industrial_gas,L'Air Liquide S.A.,PEM,2021.0,5,0,0
131,0,1.0986122886681098,EU,Unknown,Unknown,PEM,2020.0,6,0,0
132,0,1.791759469228055,EU,Unknown,Unknown,PEM,2018.0,8,0,0
133,0,1.7047480922384253,EU,Unknown,Unknown,PEM,2009.0,17,0,0
134,1,0.0,EU,Other,Port of Den Helder Authority,Blue_CCS,2019.0,7,0,0
135,1,0.0,EU,Oil_major,Equinor ASA,Blue_CCS,2018.0,4,1,1
136,1,0.0,EU,Other,Dow Chemical Company,Blue_CCS,2021.0,5,0,0
137,1,7.0909098220799835,EU,Other,Port of Rotterdam Authority,Blue_CCS,2019.0,7,0,0
138,0,1.791759469228055,EU,Unknown,Unknown,PEM,2019.0,7,0,0
139,1,1.791759469228055,EU,Other,Port of Antwerp,Blue_CCS,2020.0,3,1,1
140,1,6.90875477931522,EU,Utility,Engie SA,Blue_CCS,2021.0,5,0,0
141,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2021.0,5,0,0
142,0,1.791759469228055,EU,Unknown,Unknown,PEM,2016.0,10,0,0
143,0,1.791759469228055,EU,Unknown,Unknown,PEM,2016.0,10,0,0
144,0,1.0986122886681098,EU,Unknown,Unknown,PEM,2021.0,5,0,0
145,0,2.3978952727983707,EU,Other,OMV Aktiengesellschaft,PEM,2021.0,5,0,0
146,0,2.6004649904222727,EU,Other,unknown,PEM,2020.0,6,0,0
147,0,1.0986122886681098,EU,Unknown,Unknown,PEM,2021.0,5,0,0
148,0,1.9459101490553132,EU,Unknown,Unknown,PEM,2017.0,9,0,0
149,0,1.9459101490553132,EU,Unknown,Unknown,PEM,2010.0,16,0,0
150,0,1.9878743481543455,EU,Unknown,Unknown,PEM,2004.0,22,0,0
151,0,2.277267285009756,EU,Unknown,Unknown,PEM,2004.0,22,0,0
152,0,0.35065687161316933,Asia,Unknown,Unknown,PEM,2022.0,4,0,0
153,0,0.3074846997479606,Asia,Unknown,Unknown,PEM,2022.0,4,0,0
154,0,0.04879016416943201,Asia,Unknown,Unknown,PEM,2022.0,4,0,0
155,0,2.3978952727983707,Asia,Other,GAIL (India) Limited,PEM,2021.0,5,0,0
156,0,0.0,Asia,Unknown,Unknown,PEM,2021.0,5,0,0
157,1,0.0,Asia,Other,Reliance Industries Limited,Blue_CCS,2022.0,4,0,0
158,0,0.0,Asia,Unknown,Unknown,PEM,2022.0,4,0,0
159,0,1.791759469228055,Asia,Unknown,Unknown,PEM,2021.0,5,0,0
160,0,2.833213344056216,Asia,Other,Suntory Holdings Limited,PEM,2022.0,4,0,0
161,1,0.0,Asia,Other,"Toho Gas Co., Ltd.",Blue_CCS,2022.0,4,0,0
162,0,0.8109302162163288,Other,Unknown,Unknown,PEM,2018.0,8,0,0
163,0,0.04879016416943201,Asia,Unknown,Unknown,PEM,2016.0,10,0,0
164,0,0.0295588022415444,Asia,Unknown,Unknown,PEM,2001.0,25,0,0
165,0,0.019802627296179712,Asia,Unknown,Unknown,PEM,2017.0,9,0,0
166,1,0.0,Other,Other,Fertiglobe plc,Blue_CCS,2021.0,5,0,0
167,0,0.009950330853168083,Asia,Unknown,Unknown,PEM,2016.0,10,0,0
168,1,0.0,Asia,Other,Iwatani Corporation,Blue_CCS,2021.0,5,0,0
169,1,0.0,Other,Other,Fertiglobe plc,Blue_CCS,2019.0,7,0,0
170,1,0.0,Asia,Other,POSCO Co Ltd,Blue_CCS,2022.0,4,0,0
171,1,0.0,Asia,Other,"LG Chem, Ltd. ",Blue_CCS,2022.0,4,0,0
172,0,0.0,Other,Unknown,Unknown,PEM,2022.0,4,0,0
173,1,0.0,Asia,Other,Government Of Gyeonggido,Blue_CCS,2021.0,5,0,0
174,0,0.0,Asia,Unknown,Unknown,PEM,2022.0,4,0,0
175,1,0.0,Asia,Other,Hyundai Oilbank Co Ltd,Blue_CCS,2021.0,5,0,0
176,1,0.0,Asia,Other,SK Holdings Co. Ltd,Blue_CCS,2021.0,5,0,0
177,1,0.0,Asia,Other,Doosan Group,Blue_CCS,2021.0,5,0,0
178,1,0.0,Asia,Unknown,Unknown,Blue_CCS,2021.0,5,0,0
179,1,0.0,Other,Other,Tenaga Nasional Berhad,Blue_CCS,2022.0,4,0,0
180,1,0.0,Other,Other,Petroliam Nasional Berhad (PETRONAS),Blue_CCS,2020.0,6,0,0
181,0,0.0,Other,Unknown,Unknown,PEM,2004.0,22,0,0
182,0,1.6094379124341003,Other,Unknown,Unknown,PEM,2022.0,4,0,0
183,0,6.947514308755485,Other,Other,unknown,PEM,2020.0,6,0,0
184,0,0.04879016416943201,Other,Unknown,Unknown,PEM,2009.0,17,0,0
185,0,0.7884573603642702,Other,Unknown,Unknown,PEM,2016.0,10,0,0
186,1,0.0,Other,Unknown,Unknown,Blue_CCS,2021.0,5,0,0
187,0,3.9318256327243257,Other,Unknown,Unknown,PEM,2022.0,4,0,0
188,0,0.0,Other,Unknown,Unknown,PEM,2006.0,20,0,0
189,0,1.791759469228055,Other,Other,Cleanergy Solutions Namibia,PEM,2022.0,4,0,0
190,0,0.0,Other,Unknown,Unknown,PEM,2005.0,21,0,0
191,1,0.0,MENA,Other,Egyptian Natural Gas Holding Company,Blue_CCS,2021.0,5,0,0
192,0,0.0,Other,Unknown,Unknown,PEM,2022.0,4,0,0
193,0,0.0,Other,Unknown,Unknown,PEM,2021.0,5,0,0
194,1,0.0,MENA,Unknown,Unknown,Blue_CCS,2022.0,4,0,0
195,0,0.0,Other,Unknown,Unknown,PEM,2021.0,5,0,0
196,1,0.0,Other,Other,GCL-Poly Energy Holdings Ltd,Blue_CCS,2021.0,2,1,1
197,1,0.0,Asia,Other,SINOPEC Qilu Company Limited,Blue_CCS,2017.0,9,0,0
198,0,5.303304908059076,Asia,Other,Hyundai Corporation,PEM,2026.0,1,0,0
199,0,2.854168709232204,Asia,Other,"China Iron & Steel Research Institute Group Co., Ltd.",PEM,2025.0,1,0,0
200,0,1.252762968495368,Asia,Other,"Korea Midland Power Co., Ltd.",PEM,2026.0,1,0,0
201,0,1.791759469228055,North_America,Other,Chevron Corporation,PEM,2024.0,2,0,0
202,1,0.0,North_America,Other,"Lake Charles Methanol, LLC",Blue_CCS,2014.0,6,1,1
203,1,0.0,Other_Europe,Oil_major,Equinor ASA,Blue_CCS,2023.0,1,1,1
204,1,0.0,North_America,Unknown,Unknown,Blue_CCS,2023.0,1,1,1
205,1,0.0,MENA,Unknown,Unknown,Blue_CCS,2021.0,2,1,1
206,1,0.0,Asia,Unknown,Unknown,Blue_CCS,2021.0,5,0,0
207,1,0.0,North_America,Other,Suncor Energy Inc.,Blue_CCS,2023.0,1,1,1
208,1,0.0,Asia,Other,"HD Hyundai Oilbank Co., Ltd.",Blue_CCS,2021.0,5,0,0
209,1,0.0,ANZ,Other,Hydrogen Energy Ltd.,Blue_CCS,2014.0,6,1,1
210,0,1.0986122886681098,EU,Other,Stadtwerke Düsseldorf AG,PEM,2026.0,1,0,0
211,0,0.04879016416943201,Asia,Other,"Gansu Kaishuo New Energy Technology Co., Ltd.",PEM,2026.0,1,0,0
212,0,6.398594934535208,MENA,Unknown,Unknown,PEM,2021.0,5,0,0
213,1,0.0,North_America,Other,Woodside Energy Group Ltd,Blue_CCS,2022.0,4,0,0
214,0,7.00397413672268,Other,Other,Hive Energy Limited,PEM,2021.0,5,0,0
215,1,0.0,ANZ,Other,Yara Pilbara Fertilisers Pty. Ltd.,Blue_CCS,2025.0,1,0,0
216,0,6.147121235192447,Asia,Other,"Inner Mongolia Gemeng Clean Hydrogen Energy Technology Co., Ltd.",PEM,2021.0,5,0,0
217,1,0.0,North_America,Other,NUIONIC TECHNOLOGIES (CANADA) INC.,Blue_CCS,2024.0,2,0,0
218,1,0.0,North_America,Other,Nutrien Ltd.,Blue_CCS,2013.0,13,0,0
219,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2026.0,1,0,0
220,0,1.791759469228055,EU,Other,Diverxia Infraestructuras SL,PEM,2026.0,1,0,0
221,0,0.6931471805599453,Asia,Other,Northern Railway,PEM,2025.0,1,0,0
222,0,4.564348191467836,MENA,Other,Scatec ASA,PEM,2021.0,5,0,0
223,0,0.6931471805599453,Other,Other,Empresa Nacional del Petróleo,PEM,2024.0,2,0,0
224,0,0.019802627296179712,Asia,Other,Toyota Motor Corporation,PEM,2026.0,1,0,0
225,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2025.0,1,0,0
226,0,2.3978952727983707,EU,Other,SWU Energie GmbH,PEM,2024.0,2,0,0
227,0,2.3978952727983707,EU,Unknown,Unknown,PEM,2025.0,1,0,0
228,0,2.3978952727983707,EU,Unknown,Unknown,PEM,2025.0,1,0,0
229,0,2.5649493574615367,EU,Other,Stadtwerke Stuttgart GmbH,PEM,2024.0,2,0,0
230,0,1.791759469228055,EU,Other,Sauerstoffwerk Friedrichshafen GmbH,PEM,2025.0,1,0,0
231,0,2.772588722239781,EU,Other,Deutsche ReGas GmbH & Co. KGaA,PEM,2025.0,1,0,0
232,0,0.6931471805599453,EU,Other,Jmg Cranes Spa ,PEM,2025.0,1,0,0
233,0,4.61512051684126,Other_Europe,Other,Hystar AS,PEM,2025.0,1,0,0
234,0,1.6094379124341003,EU,Other,Hy2gen AG,PEM,2020.0,6,0,0
235,1,0.0,Asia,Other,Shaanxi Yanchang Zhongmei Yulin Energy and Chemical Company,Blue_CCS,2022.0,4,0,0
236,1,0.0,Asia,Other,China Petroleum & Chemical Corporation,Blue_CCS,2023.0,3,0,0
237,0,5.017279836814924,MENA,Unknown,Unknown,PEM,2021.0,5,0,0
238,1,0.0,MENA,Other,Saudi Arabian Oil Company,Blue_CCS,2022.0,4,0,0
239,1,0.0,Asia,Industrial_gas,L'Air Liquide S.A.,Blue_CCS,2025.0,1,0,0
240,0,6.523562306149512,EU,Other,Stablegrid Projects GmbH,PEM,2025.0,1,0,0
241,0,3.4339872044851463,EU,Other,Stablegrid Projects GmbH,PEM,2025.0,1,0,0
242,0,6.90875477931522,Asia,Other,Hyundai Corporation,PEM,2025.0,1,0,0
243,0,3.4339872044851463,EU,Other,EDF Renouvelables,PEM,2025.0,1,0,0
244,0,1.3862943611198906,Asia,Other,China National Nuclear Corporation,PEM,2024.0,2,0,0
245,1,0.0,North_America,Unknown,Unknown,Blue_CCS,2025.0,1,0,0
246,1,0.0,North_America,Other,EPC,Blue_CCS,2022.0,4,0,0
247,0,5.602118820879701,North_America,Other,Synergen Green Energy,PEM,2025.0,1,0,0
248,1,0.0,North_America,Other,ITOCHU Corporation,Blue_CCS,2022.0,4,0,0
249,0,2.995732273553991,Other_Europe,Other,Hydrogen Solutions AS,PEM,2023.0,3,0,0
250,0,0.0,EU,Unknown,Unknown,PEM,2025.0,1,0,0
251,0,4.61512051684126,Other,Other,ALTUS renewables GmbH,PEM,2025.0,1,0,0
252,0,0.0,North_America,Unknown,Unknown,PEM,2025.0,1,0,0
253,1,0.0,North_America,Other,Nikola Corporation,Blue_CCS,2022.0,4,0,0
254,1,0.0,North_America,Other,Cache Power Corp.,Blue_CCS,2025.0,1,0,0
255,1,0.0,North_America,Other,Sandpiper Chemicals LLC,Blue_CCS,2025.0,1,0,0
256,0,0.6931471805599453,Other,Unknown,Unknown,PEM,2025.0,1,0,0
257,1,0.0,North_America,Industrial_gas,"Air Products and Chemicals, Inc.",Blue_CCS,2022.0,4,0,0
258,0,3.044522437723423,EU,Other,VoltH2 Holdings AG,PEM,2025.0,1,0,0
259,0,1.252762968495368,Other_Europe,Unknown,Unknown,PEM,2025.0,1,0,0
260,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2025.0,1,0,0
261,0,3.044522437723423,North_America,Unknown,Unknown,PEM,2022.0,4,0,0
262,1,0.0,Other_Europe,Other,ZEG Power AS,Blue_CCS,2021.0,5,0,0
263,1,0.0,EU,Industrial_gas,"Air Products and Chemicals, Inc.",Blue_CCS,2023.0,3,0,0
264,0,1.791759469228055,Other,Other,Cleanergy Solutions Namibia,PEM,2025.0,1,0,0
265,0,3.1276373444339294,Asia,Other,State Power Investment Corporation Limited,PEM,2024.0,2,0,0
266,0,1.0986122886681098,EU,Unknown,Unknown,PEM,2025.0,1,0,0
267,0,1.3164082336557241,Asia,Other,"Shaanxi Hydrogen Energy Industry   Development Co., Ltd.",PEM,2023.0,3,0,0
268,1,0.0,North_America,Other,Hydrogen Canada,Blue_CCS,2023.0,3,0,0
269,1,0.0,Other,Other,PT Pupuk Kalimantan Timur,Blue_CCS,2024.0,2,0,0
270,1,0.0,Other,Other,PT Pupuk Kalimantan Timur,Blue_CCS,2024.0,2,0,0
271,1,0.0,Other,Other,PT Petrokimia Gresik,Blue_CCS,2024.0,2,0,0
272,1,0.0,Other,Other,PT Pupuk Sriwidjaja Palembang,Blue_CCS,2024.0,2,0,0
273,1,0.0,Other,Other,PT Pupuk Iskandar Muda (PIM),Blue_CCS,2024.0,2,0,0
274,1,0.0,North_America,Utility,RWE AG,Blue_CCS,2023.0,3,0,0
275,0,5.303304908059076,North_America,Other,EverWind Fuels LLC,PEM,2022.0,4,0,0
276,1,0.0,North_America,Other,Tidewater Midstream and Infrastructure Ltd,Blue_CCS,2021.0,5,0,0
277,0,0.0,Other_Europe,Unknown,Unknown,PEM,2023.0,3,0,0
278,1,0.0,EU,Other,Yara International,Blue_CCS,2022.0,4,0,0
279,0,4.51085950651685,North_America,Unknown,Unknown,PEM,2021.0,5,0,0
280,0,0.15700374880966475,North_America,Unknown,Unknown,PEM,2013.0,13,0,0
281,0,2.854168709232204,Asia,Other,China Huadian Corporation Ltd.,PEM,2024.0,2,0,0
282,0,0.8109302162163288,Asia,Other,China Petroleum & Chemical Corporation,PEM,2022.0,4,0,0
283,0,0.4382549309311553,Asia,Unknown,Unknown,PEM,2025.0,1,0,0
284,0,0.32208349916911333,Other,Unknown,Unknown,PEM,2025.0,1,0,0
285,1,0.0,North_America,Other,Cronus Chemicals,Blue_CCS,2025.0,1,0,0
286,1,0.0,Asia,Other,SINOPEC-Northwest Branch (SINOPEC-Xibei),Blue_CCS,2018.0,8,0,0
287,1,0.0,Asia,Other,Sinopec Tahe Refining & Chemical Co   Ltd ,Blue_CCS,2020.0,6,0,0
288,1,0.0,North_America,Other,Suncor Energy Inc.,Blue_CCS,2021.0,5,0,0
289,1,0.0,Asia,Other,PetroChina Changqing,Blue_CCS,2015.0,11,0,0
290,1,0.0,Asia,Other,China Energy Investment Corp Ltd,Blue_CCS,2019.0,7,0,0
291,1,0.0,Asia,Other,Xinjiang Dunhua Petroleum Technology Co Ltd,Blue_CCS,2015.0,11,0,0
292,1,0.0,Asia,Other,Xinjiang Dunhua Petroleum Technology Co Ltd,Blue_CCS,2020.0,6,0,0
293,1,0.0,Asia,Other,Sinopec Qilu Petrochemical Corp,Blue_CCS,2021.0,5,0,0
294,1,0.0,EU,Other,Jastrzebska Spolka Weglowa SA,Blue_CCS,2025.0,1,0,0
295,1,0.0,MENA,Other,Saudi Arabian Oil Company,Blue_CCS,2023.0,1,1,1
296,1,0.0,North_America,Unknown,Unknown,Blue_CCS,2010.0,8,1,1
297,1,0.0,North_America,Other,"Praxair, Inc",Blue_CCS,2010.0,8,1,1
298,1,0.0,North_America,Other,Black Hills Energy,Blue_CCS,2023.0,3,0,0
299,1,0.0,North_America,Other,Howard Midstream Energy Partners LLC,Blue_CCS,2021.0,5,0,0
300,1,0.0,North_America,Other,Grannus LLC,Blue_CCS,2023.0,3,0,0
301,1,0.0,North_America,Other,Bia Energy LLC,Blue_CCS,2024.0,2,0,0
302,1,0.0,Other_Europe,Oil_major,Equinor ASA,Blue_CCS,2024.0,2,0,0
303,1,0.0,North_America,Other,Marathon Petroleum Corporation,Blue_CCS,2024.0,1,1,1
304,1,0.0,Asia,Other,ENEOS Corporation,Blue_CCS,2023.0,3,0,0
305,1,0.0,North_America,Other,Northern Plains Nitrogen LLP,Blue_CCS,2022.0,4,0,0
306,1,0.0,North_America,Other,Phillips 66,Blue_CCS,2021.0,5,0,0
307,1,0.0,North_America,Other,"North Shore Energy, LLC",Blue_CCS,2022.0,4,0,0
308,0,1.791759469228055,North_America,Unknown,Unknown,PEM,2021.0,5,0,0
309,1,0.0,Other,Other,SUEK,Blue_CCS,2021.0,5,0,0
310,1,0.0,Other_Europe,Oil_major,Equinor ASA,Blue_CCS,2018.0,8,0,0
311,1,0.0,MENA,Other,44.01.Earth,Blue_CCS,2022.0,4,0,0
